image_number:	 num of inquiries:	 perturbation norm: 
		0 		 24546 		 3.6194839477539062
		1 		 24546 		 0.6118861436843872
		2 		 24546 		 3.83343768119812
		3 		 24546 		 0.3421708345413208
		4 		 24546 		 0.19727790355682373
		5 		 24546 		 4.291297912597656
		6 		 24546 		 2.2944843769073486
		7 		 24546 		 1.0536211729049683
		8 		 102 		 Attack Failed
		9 		 24546 		 2.3037071228027344
		10 		 102 		 Attack Failed
		11 		 102 		 Attack Failed
		12 		 24546 		 1.8597056865692139
		13 		 102 		 Attack Failed
		14 		 24546 		 3.7258756160736084
		15 		 102 		 Attack Failed
		16 		 24546 		 1.1710457801818848
		17 		 24546 		 2.920708417892456
		18 		 102 		 Attack Failed
		19 		 24546 		 0.9349479079246521
		20 		 24546 		 2.935673236846924
		21 		 102 		 Attack Failed
		22 		 24548 		 0.4143119752407074
		23 		 102 		 Attack Failed
		24 		 24546 		 1.4456673860549927
		25 		 24546 		 2.216442584991455
		26 		 24546 		 2.7635488510131836
		27 		 24549 		 0.14419344067573547
		28 		 24546 		 0.238803431391716
		29 		 24546 		 1.93280029296875
		30 		 24546 		 0.43353012204170227
		31 		 24546 		 1.4338629245758057
		32 		 102 		 Attack Failed
		33 		 102 		 Attack Failed
		34 		 24546 		 1.9459198713302612
		35 		 102 		 Attack Failed
		36 		 24546 		 3.178169012069702
		37 		 24546 		 2.522717237472534
		38 		 24548 		 0.19495365023612976
		39 		 24546 		 3.654309034347534
		40 		 24546 		 2.7284178733825684
		41 		 24546 		 3.0826921463012695
		42 		 24546 		 2.294996738433838
		43 		 24546 		 1.2970185279846191
		44 		 24546 		 0.159826397895813
		45 		 102 		 Attack Failed
		46 		 24547 		 0.06832107156515121
		47 		 24546 		 1.1125822067260742
		48 		 24546 		 0.5913304090499878
		49 		 24546 		 0.17121091485023499
		50 		 102 		 Attack Failed
		51 		 102 		 Attack Failed
		52 		 102 		 Attack Failed
		53 		 102 		 Attack Failed
		54 		 102 		 Attack Failed
		55 		 102 		 Attack Failed
		56 		 24546 		 2.257610321044922
		57 		 24546 		 3.9731345176696777
		58 		 24546 		 1.561346173286438
		59 		 24546 		 0.28561538457870483
		60 		 24546 		 2.2033205032348633
		61 		 102 		 Attack Failed
		62 		 24546 		 1.1651818752288818
		63 		 24546 		 0.32540082931518555
		64 		 24546 		 1.553285837173462
		65 		 24546 		 1.1624915599822998
		66 		 102 		 Attack Failed
		67 		 24546 		 0.833702564239502
		68 		 102 		 Attack Failed
		69 		 102 		 Attack Failed
		70 		 24546 		 2.9082372188568115
		71 		 24546 		 1.9073060750961304
		72 		 102 		 Attack Failed
		73 		 24546 		 0.6303809285163879
		74 		 24546 		 3.328575611114502
		75 		 24546 		 3.4787373542785645
		76 		 24584 		 0.008222243748605251
		77 		 24546 		 2.138349771499634
		78 		 24546 		 0.8626692891120911
		79 		 24546 		 2.7996978759765625
		80 		 24546 		 2.269218921661377
		81 		 102 		 Attack Failed
		82 		 24548 		 0.21855199337005615
		83 		 24546 		 3.213273525238037
		84 		 24546 		 0.5388240814208984
		85 		 24547 		 0.09640080481767654
		86 		 24546 		 4.040976047515869
		87 		 102 		 Attack Failed
		88 		 24550 		 0.6468650698661804
		89 		 24546 		 4.100048542022705
		90 		 102 		 Attack Failed
		91 		 24546 		 1.2490754127502441
		92 		 24546 		 0.32295846939086914
		93 		 102 		 Attack Failed
		94 		 24546 		 1.9383660554885864
		95 		 24546 		 1.3254047632217407
		96 		 24546 		 0.4352448582649231
		97 		 24546 		 0.8987700343132019
		98 		 102 		 Attack Failed
		99 		 24546 		 1.1147350072860718
		100 		 24548 		 0.3064611256122589
		101 		 102 		 Attack Failed
		102 		 24546 		 0.6475971937179565
		103 		 24571 		 0.09920225292444229
		104 		 24546 		 0.18459650874137878
		105 		 24546 		 1.612366795539856
		106 		 102 		 Attack Failed
		107 		 24546 		 2.726856231689453
		108 		 24546 		 1.2887828350067139
		109 		 24546 		 0.5992444157600403
		110 		 24563 		 0.04930960759520531
		111 		 24546 		 2.5094709396362305
		112 		 24546 		 0.1775110810995102
		113 		 24546 		 1.8323360681533813
		114 		 24546 		 0.27441123127937317
		115 		 24546 		 1.5657507181167603
		116 		 24546 		 1.5090525150299072
		117 		 24546 		 1.632988452911377
		118 		 24546 		 1.9601763486862183
		119 		 24551 		 0.0428287573158741
		120 		 102 		 Attack Failed
		121 		 24546 		 0.2193160206079483
		122 		 24546 		 2.65289568901062
		123 		 24549 		 0.1378726363182068
		124 		 24546 		 2.9218666553497314
		125 		 24546 		 1.1300290822982788
		126 		 102 		 Attack Failed
		127 		 24546 		 0.3091253340244293
		128 		 102 		 Attack Failed
		129 		 102 		 Attack Failed
		130 		 24587 		 0.02805362269282341
		131 		 24546 		 0.40654805302619934
		132 		 102 		 Attack Failed
		133 		 24546 		 1.6697371006011963
		134 		 24547 		 0.28571176528930664
		135 		 24546 		 3.9329235553741455
		136 		 102 		 Attack Failed
		137 		 24546 		 3.9130496978759766
		138 		 102 		 Attack Failed
		139 		 24546 		 0.8144143223762512
		140 		 24546 		 0.5948675870895386
		141 		 24546 		 3.01645565032959
		142 		 24546 		 1.0583184957504272
		143 		 24546 		 4.063228607177734
		144 		 24546 		 2.4811718463897705
		145 		 24546 		 1.8346848487854004
		146 		 24547 		 0.10240211337804794
		147 		 102 		 Attack Failed
		148 		 102 		 Attack Failed
		149 		 24546 		 0.2937615215778351
		150 		 24546 		 0.30861896276474
		151 		 24546 		 0.9327863454818726
		152 		 24559 		 0.09832490980625153
		153 		 102 		 Attack Failed
		154 		 24546 		 2.1566696166992188
		155 		 102 		 Attack Failed
		156 		 24546 		 0.6032992005348206
		157 		 102 		 Attack Failed
		158 		 102 		 Attack Failed
		159 		 24546 		 1.4403908252716064
		160 		 24546 		 1.377630591392517
		161 		 102 		 Attack Failed
		162 		 102 		 Attack Failed
