image_number:	 num of inquiries:	 perturbation norm: 
		0 		 24620 		 7.995591033704841e-08
		1 		 24855 		 0.001010070787742734
		2 		 24635 		 1.0909320735663641e-07
		3 		 1745 		 Attack Failed delta 0
		4 		 13338 		 Attack Failed delta 0
		5 		 24559 		 9.71320506665263e-12
		6 		 24582 		 1.0874846623210033e-07
		7 		 19664 		 Attack Failed delta 0
		8 		 24553 		 1.6732119162421455e-12
		9 		 3849 		 Attack Failed delta 0
		10 		 24635 		 4.651726044357929e-07
		11 		 24588 		 4.264609856363677e-07
		12 		 2388 		 Attack Failed delta 0
		13 		 24617 		 4.4901725004820037e-07
		14 		 1744 		 Attack Failed delta 0
		15 		 1449 		 Attack Failed delta 0
		16 		 24612 		 1.7949297159702837e-07
		17 		 24618 		 4.519572485151002e-07
		18 		 24584 		 1.938638973797424e-07
		19 		 24633 		 3.6519816148938844e-07
		20 		 24605 		 5.038340873397829e-07
		21 		 24583 		 1.8477784635706485e-07
		22 		 24555 		 1.467034280722146e-07
		23 		 24595 		 3.779985320306878e-07
		24 		 24668 		 2.0211885498611082e-07
		25 		 24592 		 2.564060253007483e-07
		26 		 24611 		 8.070703927387513e-08
		27 		 24676 		 3.4330614084865374e-07
		28 		 24671 		 2.1413491424482345e-07
		29 		 24631 		 2.624643684612238e-07
		30 		 24586 		 2.5692318672554393e-07
		31 		 24645 		 2.2014192779806763e-07
		32 		 24576 		 1.1713272840552236e-07
		33 		 24703 		 4.6187506086425856e-07
		34 		 24654 		 4.6824357013974804e-07
		35 		 24942 		 0.011194383725523949
		36 		 24621 		 2.925155229149823e-07
		37 		 24551 		 5.420840100585356e-13
		38 		 24745 		 5.137993412063224e-06
		39 		 24561 		 4.069810586315725e-07
		40 		 6906 		 Attack Failed delta 0
		41 		 24663 		 1.7642177851939778e-07
		42 		 24591 		 1.9467285028440529e-07
		43 		 24954 		 0.00041223669541068375
		44 		 24639 		 1.7541823638111964e-07
		45 		 24586 		 2.3124988501876942e-07
		46 		 24639 		 1.0890470747426662e-07
		47 		 25129 		 0.03378884494304657
		48 		 24557 		 4.820882408551608e-12
		49 		 24596 		 2.93986829547066e-07
		50 		 24652 		 2.7247017442277865e-07
		51 		 24558 		 2.1757770696240186e-07
		52 		 24582 		 1.994548313177802e-07
		53 		 24574 		 1.1296455681986117e-07
		54 		 24585 		 1.3062741288649704e-07
		55 		 24560 		 1.1163499635813423e-07
		56 		 24591 		 1.596792316149731e-07
		57 		 24654 		 1.0765118929612072e-07
		58 		 24606 		 3.3229514428967377e-07
		59 		 24586 		 2.1263443272800941e-07
		60 		 20366 		 Attack Failed delta 0
		61 		 24709 		 2.4457494873786345e-07
		62 		 24562 		 2.7579321226767206e-07
		63 		 24767 		 3.716073990744917e-07
		64 		 24681 		 2.737817226261541e-07
		65 		 24712 		 4.226099576953857e-07
		66 		 24617 		 3.4596016007526487e-07
		67 		 3090 		 Attack Failed delta 0
		68 		 7884 		 Attack Failed delta 0
		69 		 5527 		 Attack Failed delta 0
		70 		 24569 		 6.01978982217588e-08
		71 		 24559 		 6.03951306743511e-08
		72 		 25090 		 0.02259902097284794
		73 		 24656 		 5.574414672082639e-07
		74 		 24605 		 9.165642467223734e-08
		75 		 1745 		 Attack Failed delta 0
		76 		 24562 		 3.018379572949925e-07
		77 		 24823 		 5.890679517506214e-07
		78 		 24629 		 2.0371405184960167e-07
		79 		 24578 		 1.840795107455051e-07
		80 		 24569 		 1.174899111333616e-07
		81 		 24625 		 4.13812273336589e-07
		82 		 25094 		 1.2118444442749023
		83 		 2730 		 Attack Failed delta 0
		84 		 24595 		 2.838283137407416e-07
		85 		 24576 		 1.473794810635809e-07
		86 		 1172 		 Attack Failed delta 0
		87 		 24596 		 4.5012009763922833e-07
		88 		 24614 		 2.019035605371755e-07
		89 		 24657 		 2.325830763538761e-07
		90 		 24559 		 7.069564134098982e-08
		91 		 24628 		 2.645817005486606e-07
		92 		 4662 		 Attack Failed delta 0
		93 		 24589 		 6.105163947722758e-07
		94 		 24639 		 1.471888708692859e-07
		95 		 24628 		 5.495409141076379e-07
		96 		 24600 		 2.8815912855861825e-07
		97 		 24638 		 2.292310625762184e-07
		98 		 24645 		 2.097806657275214e-07
		99 		 21027 		 Attack Failed delta 0
		100 		 24557 		 1.8713778615619958e-07
		101 		 24555 		 9.845115300777252e-08
		102 		 2389 		 Attack Failed delta 0
		103 		 24646 		 2.0935145528255816e-07
		104 		 24598 		 1.9368593484614394e-07
		105 		 24597 		 3.746748404864775e-07
		106 		 25062 		 0.006965638604015112
		107 		 24723 		 1.8381727784344548e-07
		108 		 24584 		 9.056466154788723e-08
		109 		 24635 		 2.9360967346292455e-07
		110 		 24635 		 2.1949111328467552e-07
		111 		 24693 		 1.8886463237777207e-07
		112 		 1172 		 Attack Failed delta 0
		113 		 24615 		 1.046442861252217e-07
		114 		 24740 		 5.984917879686691e-05
		115 		 24637 		 2.265291149106119e-10
		116 		 24648 		 2.484112258116511e-07
		117 		 24612 		 4.1833939690150146e-07
		118 		 24666 		 1.240136526803326e-07
		119 		 24695 		 3.383322848549142e-07
		120 		 3463 		 Attack Failed delta 0
		121 		 24708 		 3.960849142004008e-07
		122 		 24621 		 3.0845384912936424e-07
		123 		 24555 		 2.984079472412304e-08
		124 		 2057 		 Attack Failed delta 0
		125 		 11044 		 Attack Failed delta 0
		126 		 24632 		 4.6746731641178485e-07
		127 		 24561 		 4.183441787430908e-12
		128 		 24645 		 2.1479186784745252e-07
		129 		 24604 		 3.7365757066254446e-07
		130 		 24641 		 4.752719178213738e-07
		131 		 24555 		 1.4724530217335996e-07
		132 		 15168 		 Attack Failed delta 0
		133 		 3463 		 Attack Failed delta 0
		134 		 24632 		 4.669880127039505e-07
		135 		 24560 		 4.2926592414005427e-07
		136 		 24638 		 1.2447043218344334e-07
		137 		 1449 		 Attack Failed delta 0
		138 		 24555 		 3.3753735917407823e-11
		139 		 24653 		 3.6696999927698926e-07
		140 		 11044 		 Attack Failed delta 0
		141 		 24558 		 7.350409703121841e-08
		142 		 24618 		 2.4297131062667177e-07
		143 		 2057 		 Attack Failed delta 0
		144 		 24691 		 3.594982729282492e-07
		145 		 24555 		 2.3928714912302418e-11
		146 		 24576 		 1.9925056449210388e-07
		147 		 25120 		 0.29992252588272095
		148 		 1172 		 Attack Failed delta 0
		149 		 24695 		 2.5785681145862327e-07
		150 		 24617 		 1.7674450702998001e-07
		151 		 24564 		 6.867254143116952e-08
		152 		 13340 		 Attack Failed delta 0
		153 		 3850 		 Attack Failed delta 0
		154 		 9418 		 Attack Failed delta 0
		155 		 24588 		 5.309701289757385e-11
		156 		 24640 		 9.227807851175385e-08
		157 		 24656 		 2.8886358904856024e-07
		158 		 24640 		 1.8545706836903264e-07
		159 		 24647 		 3.2969430208140693e-07
		160 		 24602 		 4.564704454423918e-07
		161 		 24652 		 4.5018751393399725e-07
		162 		 24623 		 2.12415400824284e-07
		163 		 24552 		 6.173996069946952e-08
		164 		 1451 		 Attack Failed delta 0
		165 		 24591 		 2.637893601331598e-07
		166 		 1449 		 Attack Failed delta 0
		167 		 24627 		 2.556467961767339e-07
		168 		 1745 		 Attack Failed delta 0
		169 		 24628 		 3.7719343026765273e-07
		170 		 24639 		 1.5763637861709867e-07
		171 		 24736 		 5.703120677935658e-07
		172 		 24774 		 8.538449947081972e-07
		173 		 24558 		 7.89796956723876e-08
		174 		 25142 		 0.006455820519477129
		175 		 4666 		 Attack Failed delta 0
		176 		 24617 		 2.1508390091184992e-07
		177 		 8382 		 Attack Failed delta 0
		178 		 1745 		 Attack Failed delta 0
		179 		 24573 		 7.340214125406419e-08
		180 		 24665 		 8.45621812572972e-08
		181 		 24582 		 1.7543668207053997e-07
		182 		 24580 		 2.3974334339982306e-07
		183 		 24653 		 2.291290268630064e-09
		184 		 24559 		 1.5027270094947198e-08
		185 		 24701 		 2.1700641639199603e-07
		186 		 24715 		 0.00653632590547204
		187 		 24581 		 4.407095843816933e-07
		188 		 24568 		 5.992689011691255e-08
		189 		 10490 		 Attack Failed delta 0
		190 		 24707 		 4.0272539081342984e-07
		191 		 24639 		 7.347200181584412e-08
		192 		 3089 		 Attack Failed delta 0
		193 		 24575 		 2.4847071244948893e-07
		194 		 5527 		 Attack Failed delta 0
		195 		 6435 		 Attack Failed delta 0
		196 		 24631 		 4.3503345636963786e-07
		197 		 4666 		 Attack Failed delta 0
		198 		 24640 		 3.686113814183045e-07
		199 		 24885 		 0.00018129505042452365
		200 		 7389 		 Attack Failed delta 0
		201 		 21022 		 Attack Failed delta 0
		202 		 6432 		 Attack Failed delta 0
		203 		 5972 		 Attack Failed delta 0
		204 		 24655 		 2.693832925615425e-07
		205 		 24584 		 2.5442682272114325e-07
		206 		 24586 		 4.6459842906187987e-07
		207 		 24587 		 3.2995075116559747e-07
		208 		 25160 		 0.3346979320049286
		209 		 3091 		 Attack Failed delta 0
		210 		 24597 		 2.7001387237213237e-10
		211 		 24555 		 2.856534279949141e-11
		212 		 24579 		 2.9991369387971645e-07
		213 		 24631 		 3.3464951343376015e-07
		214 		 24565 		 4.969601263837831e-07
		215 		 17683 		 Attack Failed delta 0
		216 		 24573 		 4.1211322354683944e-07
		217 		 9953 		 Attack Failed delta 0
		218 		 24570 		 1.8054780070997367e-07
		219 		 24556 		 3.829339050298586e-07
		220 		 24564 		 4.417233245845864e-11
		221 		 24761 		 0.0001833144633565098
		222 		 24737 		 5.741368568124017e-06
		223 		 1172 		 Attack Failed delta 0
		224 		 24684 		 1.929101074438222e-07
		225 		 1449 		 Attack Failed delta 0
		226 		 24584 		 2.3733119292046467e-07
		227 		 24801 		 8.434749179286882e-05
		228 		 24650 		 7.692364800693241e-11
		229 		 24661 		 1.5946773146424675e-07
		230 		 5975 		 Attack Failed delta 0
		231 		 24610 		 2.0575990333782102e-07
		232 		 24611 		 3.4794948078342713e-07
		233 		 24579 		 1.8950673563722376e-07
		234 		 24660 		 1.6355814125290635e-07
		235 		 3850 		 Attack Failed delta 0
		236 		 25124 		 0.3285362422466278
		237 		 25205 		 0.4105069637298584
		238 		 24617 		 2.0583352977610048e-07
		239 		 24642 		 2.2218945616714336e-07
		240 		 24577 		 1.4204127296579827e-07
		241 		 24591 		 2.4216942051680235e-07
		242 		 24627 		 1.3561552236751595e-07
		243 		 3462 		 Attack Failed delta 0
		244 		 24838 		 0.008387674577534199
		245 		 24612 		 2.8669859375440865e-07
		246 		 24551 		 3.724768707426083e-19
		247 		 24845 		 0.00012207299005240202
		248 		 24614 		 1.6556870718886785e-07
		249 		 24935 		 0.0038331199903041124
		250 		 24548 		 3.206630098475142e-16
		251 		 24630 		 1.1603742677834816e-07
		252 		 5524 		 Attack Failed delta 0
		253 		 24572 		 2.797167662424438e-12
		254 		 24625 		 3.422926795337844e-07
		255 		 24648 		 1.3171403168144025e-07
		256 		 24802 		 6.272677273955196e-05
		257 		 24615 		 3.10122601376861e-07
		258 		 24884 		 2.4232611656188965
		259 		 24564 		 2.083653640738703e-07
		260 		 24603 		 1.9479234936170542e-07
		261 		 24567 		 8.471762669159943e-08
		262 		 24587 		 2.9821716651667884e-08
		263 		 24613 		 1.3128446596510912e-07
